43,1024,5,13
43,1024,5,45
43,1024,5,53
43,1024,5,61
43,1024,5,85
43,1024,5,93
43,1024,5,101
43,1024,5,109
43,1024,5,117
43,1024,5,125
43,1024,5,141
43,1024,5,157
43,1024,5,173
43,1024,5,181
43,1024,5,189
43,1024,5,205
43,1024,5,213
43,1024,5,221
43,1024,5,229
43,1024,5,237
43,1024,5,245
43,1024,5,253
43,1024,5,261
43,1024,5,285
43,1024,5,301
43,1024,5,309
43,1024,5,317
43,1024,5,333
43,1024,5,349
43,1024,5,357
43,1024,5,373
43,1024,5,381
43,1024,5,389
43,1024,5,397
43,1024,5,405
43,1024,5,413
43,1024,5,421
43,1024,5,453
43,1024,5,461
43,1024,5,477
43,1024,5,485
43,1024,5,525
43,1024,5,541
43,1024,5,549
43,1024,5,557
43,1024,5,565
43,1024,5,597
43,1024,5,605
43,1024,5,621
43,1024,5,629
43,1024,5,637
43,1024,5,653
43,1024,5,661
43,1024,5,669
43,1024,5,685
43,1024,5,693
43,1024,5,701
43,1024,5,709
43,1024,5,717
43,1024,5,725
43,1024,5,733
43,1024,5,741
43,1024,5,749
43,1024,5,757
43,1024,5,765
43,1024,5,773
43,1024,5,789
43,1024,5,805
43,1024,5,821
43,1024,5,829
43,1024,5,845
43,1024,5,861
43,1024,5,869
43,1024,5,885
43,1024,5,901
43,1024,5,909
43,1024,5,917
43,1024,5,933
43,1024,5,973
43,1024,5,989
43,1024,5,997
43,1024,5,1021
43,1024,13,21
43,1024,13,53
43,1024,13,61
43,1024,13,85
43,1024,13,101
43,1024,13,109
43,1024,13,117
43,1024,13,141
43,1024,13,149
43,1024,13,157
43,1024,13,165
43,1024,13,173
43,1024,13,181
43,1024,13,197
43,1024,13,213
43,1024,13,237
43,1024,13,245
43,1024,13,253
43,1024,13,277
43,1024,13,285
43,1024,13,317
43,1024,13,333
43,1024,13,341
43,1024,13,357
43,1024,13,365
43,1024,13,381
43,1024,13,389
43,1024,13,397
43,1024,13,405
43,1024,13,437
43,1024,13,445
43,1024,13,453
43,1024,13,461
43,1024,13,477
43,1024,13,485
43,1024,13,493
43,1024,13,517
43,1024,13,525
43,1024,13,541
43,1024,13,549
43,1024,13,573
43,1024,13,589
43,1024,13,597
43,1024,13,613
43,1024,13,621
43,1024,13,629
43,1024,13,637
43,1024,13,645
43,1024,13,653
43,1024,13,669
43,1024,13,685
43,1024,13,693
43,1024,13,709
43,1024,13,717
43,1024,13,733
43,1024,13,741
43,1024,13,757
43,1024,13,765
43,1024,13,781
43,1024,13,789
43,1024,13,797
43,1024,13,805
43,1024,13,813
43,1024,13,829
43,1024,13,837
43,1024,13,845
43,1024,13,869
43,1024,13,877
43,1024,13,901
43,1024,13,917
43,1024,13,933
43,1024,13,949
43,1024,13,957
43,1024,13,965
43,1024,13,973
43,1024,13,997
43,1024,13,1005
43,1024,13,1013
43,1024,13,1021
43,1024,17,5
43,1024,17,13
43,1024,17,29
43,1024,17,37
43,1024,17,45
43,1024,17,53
43,1024,17,61
43,1024,17,69
43,1024,17,77
43,1024,17,85
43,1024,17,93
43,1024,17,109
43,1024,17,117
43,1024,17,133
43,1024,17,149
43,1024,17,157
43,1024,17,165
43,1024,17,173
43,1024,17,181
43,1024,17,189
